"iksis"	"letters"	"words"	"closest"	"accuracy"	"distance"	"propCorrect"	"suppression"	"subject"	"VoiceCondition"	"ChunkCondition"	"LetterPosition"	"LetterType"
"26694"	232	"p"	"properties,"	"properties,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26695"	72	"e"	"properties,"	"properties,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26696"	80	"r"	"properties,"	"properties,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26697"	160	"t"	"properties,"	"properties,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	7	"Middle"
"26698"	96	"i"	"properties,"	"properties,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	8	"Middle"
"26699"	96	"e"	"properties,"	"properties,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	9	"Middle"
"26700"	64	"s"	"properties,"	"properties,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	10	"Middle"
"26701"	160	","	"properties,"	"properties,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	11	"Middle"
"26702"	96	" "	"such"	"such"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26703"	96	"s"	"such"	"such"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26704"	120	"u"	"such"	"such"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26705"	128	"c"	"such"	"such"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26706"	96	"h"	"such"	"such"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26707"	56	" "	"as"	"as"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26708"	144	"a"	"as"	"as"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26709"	32	"s"	"as"	"as"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26710"	128	" "	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26711"	136	"l"	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26712"	248	"i"	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26713"	80	"v"	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26714"	40	"e"	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26715"	176	"s"	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26716"	96	"t"	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26717"	160	"o"	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	7	"Middle"
"26718"	296	"c"	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	8	"Middle"
"26719"	96	"k"	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	9	"Middle"
"26720"	280	","	"livestock,"	"livestock."	0	1	0.9	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	10	"Middle"
"26721"	136	" "	"In"	"In"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26722"	1088	"I"	"In"	"In"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26723"	264	"n"	"In"	"In"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26724"	88	" "	"early"	"early"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26725"	88	"e"	"early"	"early"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26726"	88	"a"	"early"	"early"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26727"	88	"r"	"early"	"early"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26728"	56	"l"	"early"	"early"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26729"	256	"y"	"early"	"early"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26730"	40	" "	"times,"	"times,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26731"	136	"t"	"times,"	"times,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26732"	72	"i"	"times,"	"times,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26733"	192	"m"	"times,"	"times,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26734"	112	"e"	"times,"	"times,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26735"	56	"s"	"times,"	"times,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26736"	88	","	"times,"	"times,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26737"	128	" "	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26738"	128	"t"	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26739"	96	"h"	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26740"	136	"e"	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26741"	120	"y"	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26742"	80	" "	"were"	"were"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26743"	120	"w"	"were"	"were"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26744"	64	"e"	"were"	"were"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26745"	112	"r"	"were"	"were"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26746"	104	"e"	"were"	"were"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26747"	112	" "	"guards"	"guards"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26748"	88	"g"	"guards"	"guards"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26749"	120	"u"	"guards"	"guards"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26750"	72	"a"	"guards"	"guards"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26751"	96	"r"	"guards"	"guards"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26752"	168	"d"	"guards"	"guards"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26753"	112	"s"	"guards"	"guards"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26754"	152	" "	"only,"	"only,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26755"	112	"o"	"only,"	"only,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26756"	152	"n"	"only,"	"only,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26757"	112	"l"	"only,"	"only,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26758"	264	"y"	"only,"	"only,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26759"	352	","	"only,"	"only,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26760"	96	" "	"and"	"and"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26761"	128	"a"	"and"	"and"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26762"	64	"n"	"and"	"and"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26763"	104	"d"	"and"	"and"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26764"	56	" "	"there"	"there"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26765"	104	"t"	"there"	"there"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26766"	96	"h"	"there"	"there"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26767"	48	"e"	"there"	"there"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26768"	104	"r"	"there"	"there"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26769"	120	"e"	"there"	"there"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26770"	168	" "	"is"	"is"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26771"	120	"i"	"is"	"is"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26772"	72	"s"	"is"	"is"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26773"	104	" "	"no"	"no"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26774"	200	"n"	"no"	"no"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26775"	88	"o"	"no"	"no"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26776"	96	" "	"written"	"written"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26777"	72	"w"	"written"	"written"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26778"	64	"r"	"written"	"written"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26779"	88	"i"	"written"	"written"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26780"	88	"t"	"written"	"written"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26781"	152	"t"	"written"	"written"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26782"	72	"e"	"written"	"written"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26783"	128	"n"	"written"	"written"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	7	"Middle"
"26784"	112	" "	"record"	"record"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26785"	168	"r"	"record"	"record"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26786"	72	"e"	"record"	"record"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26787"	192	"c"	"record"	"record"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26788"	88	"o"	"record"	"record"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26789"	128	"r"	"record"	"record"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26790"	80	"d"	"record"	"record"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26791"	136	" "	"of"	"of"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26792"	80	"o"	"of"	"of"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26793"	72	"f"	"of"	"of"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26794"	88	" "	"dogs"	"dogs"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26795"	104	"d"	"dogs"	"dogs"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26796"	48	"o"	"dogs"	"dogs"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26797"	192	"g"	"dogs"	"dogs"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26798"	72	"s"	"dogs"	"dogs"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26799"	120	" "	"working"	"working"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26800"	608	"w"	"working"	"working"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26801"	80	"o"	"working"	"working"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26802"	128	"r"	"working"	"working"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26803"	136	"k"	"working"	"working"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26804"	216	"i"	"working"	"working"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26805"	72	"n"	"working"	"working"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26806"	120	"g"	"working"	"working"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	7	"Middle"
"26807"	88	" "	"with"	"with"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26808"	72	"w"	"with"	"with"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26809"	160	"i"	"with"	"with"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26810"	160	"t"	"with"	"with"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26811"	80	"h"	"with"	"with"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26812"	56	" "	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26813"	200	"l"	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26814"	272	"i"	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26815"	112	"v"	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26816"	24	"e"	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26817"	192	"s"	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26818"	104	"t"	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26819"	120	"o"	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	7	"Middle"
"26820"	160	"c"	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	8	"Middle"
"26821"	104	"k"	"livestock"	"livestock"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	9	"Middle"
"26822"	104	" "	"in"	"in"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26823"	184	"i"	"in"	"in"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26824"	112	"n"	"in"	"in"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26825"	120	" "	"any"	"any"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26826"	120	"a"	"any"	"any"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26827"	88	"n"	"any"	"any"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26828"	255	"y"	"any"	"any"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26829"	113	" "	"way"	"way"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26830"	496	"w"	"way"	"way"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26831"	72	"a"	"way"	"way"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26832"	80	"y"	"way"	"way"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26833"	120	" "	"until"	"until"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26834"	304	"u"	"until"	"until"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26835"	160	"n"	"until"	"until"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26836"	176	"t"	"until"	"until"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26837"	104	"i"	"until"	"until"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26838"	240	"l"	"until"	"until"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26839"	152	" "	"The"	"The"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26840"	216	"T"	"The"	"The"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26841"	600	"h"	"The"	"The"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26842"	128	"e"	"The"	"The"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26843"	88	" "	"Book"	"Book"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26844"	344	"B"	"Book"	"Book"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26845"	144	"o"	"Book"	"Book"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26846"	168	"o"	"Book"	"Book"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26847"	104	"k"	"Book"	"Book"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26848"	104	" "	"of"	"of"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26849"	88	"o"	"of"	"of"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26850"	160	"f"	"of"	"of"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26851"	80	" "	"Job"	"Job"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26852"	664	"J"	"Job"	"Job"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26853"	200	"o"	"Job"	"Job"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26854"	152	"b"	"Job"	"Job"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26855"	88	" "	"in"	"in"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26856"	128	"i"	"in"	"in"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26857"	128	"n"	"in"	"in"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26858"	64	" "	"the"	"the"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26859"	96	"t"	"the"	"the"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26860"	104	"h"	"the"	"the"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26861"	104	"e"	"the"	"the"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26862"	96	" "	"Old"	"Old"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26863"	248	"O"	"Old"	"Old"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26864"	312	"l"	"Old"	"Old"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26865"	256	"d"	"Old"	"Old"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26866"	128	" "	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26867"	440	"T"	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26868"	160	"e"	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26869"	72	"s"	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26870"	168	"t"	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26871"	264	"a"	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26872"	176	"m"	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26873"	192	"e"	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	7	"Middle"
"26874"	136	"n"	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	8	"Middle"
"26875"	216	"t"	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	9	"Middle"
"26876"	208	"."	"Testament."	"Testament."	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	10	"Middle"
"26877"	240	" "	"Even"	"Even"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26878"	208	"E"	"Even"	"Even"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26879"	208	"v"	"Even"	"Even"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26880"	80	"e"	"Even"	"Even"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26881"	72	"n"	"Even"	"Even"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26882"	112	" "	"here"	"here"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26883"	112	"h"	"here"	"here"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26884"	48	"e"	"here"	"here"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26885"	80	"r"	"here"	"here"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26886"	80	"e"	"here"	"here"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26887"	104	" "	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26888"	64	"t"	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26889"	96	"h"	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26890"	96	"e"	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26891"	96	"y"	"they"	"they"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26892"	56	" "	"are"	"are"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26893"	104	"a"	"are"	"are"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26894"	64	"r"	"are"	"are"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26895"	64	"e"	"are"	"are"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26896"	136	" "	"referred"	"referred"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26897"	144	"r"	"referred"	"referred"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26898"	72	"e"	"referred"	"referred"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26899"	192	"f"	"referred"	"referred"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26900"	248	"e"	"referred"	"referred"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26901"	104	"r"	"referred"	"referred"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	5	"Middle"
"26902"	152	"r"	"referred"	"referred"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	6	"Middle"
"26903"	96	"e"	"referred"	"referred"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	7	"Middle"
"26904"	200	"d"	"referred"	"referred"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	8	"Middle"
"26905"	144	" "	"to"	"to"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26906"	104	"t"	"to"	"to"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26907"	40	"o"	"to"	"to"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26908"	88	" "	"only"	"only"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26909"	152	"o"	"only"	"only"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
"26910"	144	"n"	"only"	"only"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	2	"Middle"
"26911"	168	"l"	"only"	"only"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	3	"Middle"
"26912"	288	"y"	"only"	"only"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	4	"Middle"
"26913"	88	" "	"briefly,"	"briefly,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	0	"Space"
"26914"	152	"b"	"briefly,"	"briefly,"	1	0	1	"SilentWord"	"p5c5.txt"	"Silent"	"Word"	1	"First"
